,loss,time_distributed_6_loss,time_distributed_7_loss,time_distributed_6_accuracy,time_distributed_7_accuracy,val_loss,val_time_distributed_6_loss,val_time_distributed_7_loss,val_time_distributed_6_accuracy,val_time_distributed_7_accuracy
0,3.0301027297973633,1.7104508876800537,1.3196519613265991,0.04576670750975609,0.08048968762159348,2.9245240688323975,1.670365333557129,1.2541583776474,0.0601201094686985,0.1182580441236496
1,2.942288398742676,1.6751196384429932,1.2671681642532349,0.05691087245941162,0.09887000173330307,2.868626356124878,1.6457217931747437,1.2229048013687134,0.06841062754392624,0.11946401745080948
2,1.7142587900161743,0.7982631325721741,0.915995180606842,0.35265249013900757,0.2634420096874237,0.57613605260849,0.45990127325057983,0.11623483896255493,0.481279194355011,0.9987128376960754
3,1.062597632408142,0.46667757630348206,0.5959201455116272,0.4719635248184204,0.4209780693054199,0.49260810017585754,0.45842400193214417,0.03418409079313278,0.48353421688079834,0.9961355924606323
4,0.9984776377677917,0.46411317586898804,0.5343645811080933,0.474765419960022,0.46218156814575195,0.478230744600296,0.45745179057121277,0.02077900432050228,0.4831567406654358,0.9954047203063965
5,0.9762927293777466,0.46279188990592957,0.5135006308555603,0.4763709008693695,0.47554197907447815,0.47321173548698425,0.45673176646232605,0.0164799764752388,0.4852117598056793,0.9954929351806641
6,0.9647960662841797,0.4617350697517395,0.5030611157417297,0.477477490901947,0.4795428216457367,0.4699689447879791,0.45590221881866455,0.014066795818507671,0.4859197735786438,0.9945038557052612
7,0.9567950963973999,0.460239052772522,0.49655574560165405,0.48044317960739136,0.481902152299881,0.46609756350517273,0.4531974792480469,0.012900097295641899,0.4894692301750183,0.9936602711677551
8,0.9495214223861694,0.45874714851379395,0.4907742142677307,0.4824482500553131,0.4837290644645691,0.46428483724594116,0.4524671733379364,0.011817768216133118,0.49187543988227844,0.9934476613998413
9,0.9444787502288818,0.4580845534801483,0.48639413714408875,0.4834424555301666,0.484772652387619,0.4630556106567383,0.45191124081611633,0.011144288815557957,0.49038147926330566,0.9934969544410706
10,0.9399278163909912,0.45757853984832764,0.48234933614730835,0.4840103089809418,0.4860449433326721,0.46235620975494385,0.45173269510269165,0.01062354352325201,0.4920177161693573,0.9934471845626831
11,0.9358714818954468,0.4571909010410309,0.4786806106567383,0.4845115542411804,0.48777100443840027,0.46192213892936707,0.4514696002006531,0.0104525126516819,0.4927975535392761,0.9934697151184082
12,0.9322862029075623,0.45701107382774353,0.4752754271030426,0.48471271991729736,0.49050530791282654,0.46165186166763306,0.45129719376564026,0.010354663245379925,0.49250364303588867,0.9934635758399963
13,0.929033100605011,0.4567023813724518,0.47233057022094727,0.4850296378135681,0.4923858642578125,0.46094539761543274,0.45093008875846863,0.010015241801738739,0.493856281042099,0.9934593439102173
14,0.9261384010314941,0.4564828872680664,0.46965575218200684,0.4855020046234131,0.49376192688941956,0.460637629032135,0.4508673846721649,0.009770208038389683,0.4936407804489136,0.9934335350990295
15,0.9231482744216919,0.4563666582107544,0.46678128838539124,0.4856298863887787,0.49553176760673523,0.4599190056324005,0.45064476132392883,0.009274203330278397,0.494130939245224,0.9936227202415466
16,0.9202377796173096,0.45594871044158936,0.46428948640823364,0.486156165599823,0.4973980188369751,0.4593590199947357,0.4502450227737427,0.009114153683185577,0.49409714341163635,0.9947047829627991
17,0.918020486831665,0.45570555329322815,0.46231478452682495,0.4864191710948944,0.4991607964038849,0.45893529057502747,0.45006003975868225,0.008875257335603237,0.4946328401565552,0.9956474304199219
18,0.915659487247467,0.45549455285072327,0.460164874792099,0.4867238998413086,0.5014498233795166,0.45835739374160767,0.45001086592674255,0.008346482180058956,0.4940685033798218,0.9960417151451111
19,0.9136574864387512,0.4551306664943695,0.45852670073509216,0.487101286649704,0.5026219487190247,0.45782914757728577,0.4497474730014801,0.008081682957708836,0.4951150417327881,0.9973016977310181
